"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Ldonovani.gff","Lmajor.gff","NonEsmeraldo.gff","T.brucei.gff","T.evansi.gff","esmerldolike.gff","infantum.gff"
"group_3030","","","3","3","1","1","7589","1","5406","","3161","3170","3167","LdBPK_220970.1","LmjF.22.1150","","","","","LINF_220017500"
"group_3031","","","3","3","1","1","7592","1","5403","","1487","1487","1487","LdBPK_221000.1","LmjF.22.1180","","","","","LINF_220017800"
"group_3032","","","3","3","1","1","7596","1","5399","","2912","2912","2912","LdBPK_221050.1","LmjF.22.1230","","","","","LINF_220018400"
"group_3033","","","3","3","1","1","7597","1","5398","","2327","2534","2396","LdBPK_221060.1","LmjF.22.1240","","","","","LINF_220018500"
"group_3034","","","3","3","1","1","7598","1","5397","","1358","1358","1358","LdBPK_221070.1","LmjF.22.1250","","","","","LINF_220018600"
"group_3035","","","3","3","1","1","7599","1","5396","","3212","3263","3229","LdBPK_221080.1","LmjF.22.1260","","","","","LINF_220018700"
"group_3036","","","3","3","1","1","7600","1","5395","","1235","1238","1237","LdBPK_221090.1","LmjF.22.1270","","","","","LINF_220018800"
"group_3037","","","3","3","1","1","7601","1","5394","","1172","1175","1173","LdBPK_221100.1","LmjF.22.1280","","","","","LINF_220018900"
"group_3038","","","3","3","1","1","7603","1","5392","","596","1166","786","LdBPK_221120.1","LmjF.22.1300","","","","","LINF_220019100"
"group_3039","","","3","3","1","1","7604","1","5391","","3425","3428","3427","LdBPK_221140.1","LmjF.22.1310","","","","","LINF_220019200"
"group_3040","","","3","3","1","1","7609","1","5386","","1088","1088","1088","LdBPK_221210.1","LmjF.22.1360","","","","","LINF_220019700"
"group_3042","","","3","3","1","1","7641","1","5381","","1523","1523","1523","LdBPK_221290.1","LmjF.22.1440","","","","","LINF_220020500"
"group_3045","","","3","3","1","1","7650","1","5379","","1091","1139","1107","LdBPK_221420.1","LmjF.22.1570","","","","","LINF_220022000"
"group_3046","","","3","3","1","1","7652","1","5376","","2435","2435","2435","LdBPK_221450.1","LmjF.22.1600","","","","","LINF_220022300"
"group_3047","","","3","3","1","1","7653","1","5375","","2171","2192","2185","LdBPK_221460.1","LmjF.22.1610","","","","","LINF_220022400"
"group_3048","","","3","3","1","1","7654","1","5374","","8390","8405","8395","LdBPK_221470.1","LmjF.22.1620","","","","","LINF_220022500"
"group_3049","","","3","3","1","1","7660","1","5017","","2759","2759","2759","LdBPK_221520.1","LmjF.22.1670","","","","","LINF_220023000"
"group_3050","","","3","3","1","1","110","1","280","","578","578","578","LdBPK_230140.1","LmjF.23.0125","","","","","LINF_230006300"
"group_3051","","","3","3","1","1","112","1","282","","872","1232","1112","LdBPK_230160.1","LmjF.23.0140","","","","","LINF_230006500"
"group_3052","","","3","3","1","1","113","1","283","","1100","1100","1100","LdBPK_230170.1","LmjF.23.0150","","","","","LINF_230006600"
"group_3053","","","3","3","1","1","114","1","284","","1580","1580","1580","LdBPK_230180.1","LmjF.23.0160","","","","","LINF_230006700"
"group_3054","","","3","3","1","1","117","1","286","","683","683","683","LdBPK_230190.1","LmjF.23.0170","","","","","LINF_230006800"
"group_3055","","","3","3","1","1","122","1","288","","557","557","557","LdBPK_230270.1","LmjF.23.0230","","","","","LINF_230007600"
"group_3056","","","3","3","1","1","123","1","289","","569","569","569","LdBPK_230280.1","LmjF.23.0240","","","","","LINF_230007700"
"group_3057","","","3","3","1","1","125","1","291","","1256","1259","1257","LdBPK_230300.1","LmjF.23.0260","","","","","LINF_230007900"
"group_3058","","","3","3","1","1","126","1","292","","866","866","866","LdBPK_230310.1","LmjF.23.0270","","","","","LINF_230008000"
"group_3059","","","3","3","1","1","127","1","293","","3308","3452","3356","LdBPK_230320.1","LmjF.23.0280","","","","","LINF_230008100"
"group_306","","","3","3","1","1","4811","1","6617","","4319","4634","4526","LdBPK_010480.1","LmjF.01.0460","","","","","LINF_010009700"
"group_3060","","","3","3","1","1","128","1","294","","995","995","995","LdBPK_230330.1","LmjF.23.0290","","","","","LINF_230008200"
"group_3061","","","3","3","1","1","131","1","297","","821","821","821","LdBPK_230360.1","LmjF.23.0320","","","","","LINF_230008500"
"group_3062","","","3","3","1","1","134","1","299","","884","905","891","LdBPK_230390.1","LmjF.23.0350","","","","","LINF_230008800"
"group_3063","","","3","3","1","1","135","1","300","","1076","1100","1092","LdBPK_230400.1","LmjF.23.0355","","","","","LINF_230008900"
"group_3065","","","3","3","1","1","424","1","1086","","3725","3740","3735","LdBPK_230430.1","LmjF.23.0380","","","","","LINF_230009200"
"group_3066","","","3","3","1","1","423","1","1088","","5942","5951","5948","LdBPK_230440.1","LmjF.23.0390","","","","","LINF_230009300"
"group_3067","","","3","3","1","1","422","1","1089","","428","470","454","LdBPK_230460.1","LmjF.23.0420","","","","","LINF_230009400"
"group_3068","","","3","3","1","1","420","1","1090","","1226","1226","1226","LdBPK_230470.1","LmjF.23.0430","","","","","LINF_230009500"
"group_3069","","","3","3","1","1","419","1","1091","","953","953","953","LdBPK_230480.1","LmjF.23.0440","","","","","LINF_230009600"
"group_307","","","3","3","1","1","2997","1","2848","","302","302","302","LdBPK_060010.1","LmjF.06.0010","","","","","LINF_060005000"
"group_3070","","","3","3","1","1","418","1","1092","","3314","3314","3314","LdBPK_230490.1","LmjF.23.0450","","","","","LINF_230009700"
"group_3071","","","3","3","1","1","417","1","1093","","797","977","917","LdBPK_230500.1","LmjF.23.0460","","","","","LINF_230009800"
"group_3072","","","3","3","1","1","416","1","1094","","1049","1049","1049","LdBPK_230510.1","LmjF.23.0470","","","","","LINF_230009900"
"group_3074","","","3","3","1","1","414","1","1096","","1016","1016","1016","LdBPK_230530.1","LmjF.23.0490","","","","","LINF_230010200"
"group_3076","","","3","3","1","1","412","1","1098","","857","857","857","LdBPK_230570.1","LmjF.23.0530","","","","","LINF_230010600"
"group_3077","","","3","3","1","1","407","1","1101","","3206","3206","3206","LdBPK_230600.1","LmjF.23.0543","","","","","LINF_230010900"
"group_3078","","","3","3","1","1","406","1","1102","","2570","2648","2622","LdBPK_230610.1","LmjF.23.0547","","","","","LINF_230011000"
"group_3079","","","3","3","1","1","405","1","1103","","1397","1397","1397","LdBPK_230620.1","LmjF.23.1590","","","","","LINF_230011100"
"group_3080","","","3","3","1","1","403","1","1105","","10022","10031","10028","LdBPK_230670.1","LmjF.23.1640","","","","","LINF_230012700"
"group_3081","","","3","3","1","1","401","1","1107","","710","710","710","LdBPK_230700.1","LmjF.23.1665","","","","","LINF_230013000"
"group_3082","","","3","3","1","1","400","1","1108","","3134","3134","3134","LdBPK_230710.1","LmjF.23.0550","","","","","LINF_230013100"
"group_3083","","","3","3","1","1","399","1","1109","","1970","2288","2076","LdBPK_230720.1","LmjF.23.0560","","","","","LINF_230013200"
"group_3084","","","3","3","1","1","398","1","1110","","3218","3248","3228","LdBPK_230730.1","LmjF.23.0570","","","","","LINF_230013300"
"group_3086","","","3","3","1","1","395","1","1113","","785","785","785","LdBPK_230770.1","LmjF.23.0600","","","","","LINF_230013600"
"group_3087","","","3","3","1","1","394","1","1114","","842","1826","1170","LdBPK_230780.1","LmjF.23.0610","","","","","LINF_230013700"
"group_3088","","","3","3","1","1","9132","1","1121","","1124","1124","1124","LdBPK_230840.1","LmjF.23.0670","","","","","LINF_230014400"
"group_309","","","3","3","1","1","7236","1","6087","","302","317","307","LdBPK_150010.1","LmjF.21.0015","TcCLB.508739.60","","","",""
"group_3091","","","3","3","1","1","9127","1","9593","","1799","1799","1799","LdBPK_230900.1","LmjF.23.0730","","","","","LINF_230015000"
"group_3092","","","3","3","1","1","8707","1","9589","","4229","4241","4233","LdBPK_230940.1","LmjF.23.0770","","","","","LINF_230015500"
"group_3093","","","3","3","1","1","8705","1","9587","","2570","2573","2572","LdBPK_230960.1","LmjF.23.0790","","","","","LINF_230015700"
"group_3094","","","3","3","1","1","8704","1","9586","","998","1130","1086","LdBPK_230970.1","LmjF.23.0800","","","","","LINF_230015800"
"group_3095","","","3","3","1","1","8703","1","9585","","1559","1559","1559","LdBPK_230980.1","LmjF.23.0810","","","","","LINF_230015900"
"group_3096","","","3","3","1","1","8702","1","9584","","1367","1370","1368","LdBPK_230990.1","LmjF.23.0820","","","","","LINF_230016000"
"group_3097","","","3","3","1","1","8701","1","9583","","4502","4502","4502","LdBPK_231000.1","LmjF.23.0830","","","","","LINF_230016100"
"group_3098","","","3","3","1","1","8698","1","9581","","1583","1583","1583","LdBPK_231020.1","LmjF.23.0840","","","","","LINF_230016400"
"group_3099","","","3","3","1","1","8697","1","9579","","2330","2978","2546","LdBPK_231040.1","LmjF.23.0850","","","","","LINF_230016750"
"group_31","","","3","3","1","1","336","1","9691","","2075","2378","2176","LdBPK_100370.1","LmjF.10.0360","","","","","LINF_100008900"
"group_3100","","","3","3","1","1","8695","1","9578","","1022","1022","1022","LdBPK_231050.1","LmjF.23.0860","","","","","LINF_230016800"
"group_3101","","","3","3","1","1","9092","1","9574","","2075","2075","2075","LdBPK_231130.1","LmjF.23.0960","","","","","LINF_230017900"
"group_3102","","","3","3","1","1","9093","1","9573","","1166","1178","1170","LdBPK_231140.1","LmjF.23.0970","","","","","LINF_230018000"
"group_3104","","","3","3","1","1","9094","1","9010","","698","698","698","LdBPK_231170.1","LmjF.23.1000","","","","","LINF_230018300"
"group_3105","","","3","3","1","1","9095","1","9011","","3320","3332","3328","LdBPK_231180.1","LmjF.23.1010","","","","","LINF_230018400"
"group_3106","","","3","3","1","1","9110","1","9024","","1400","1400","1400","LdBPK_231380.1","LmjF.23.1155","","","","","LINF_230020300"
"group_3107","","","3","3","1","1","9113","1","9027","","371","371","371","LdBPK_231390.1","LmjF.23.1160","","","","","LINF_230020400"
"group_3109","","","3","3","1","1","8723","1","9547","","233","593","353","LdBPK_231470.1","LmjF.23.1230","","","","","LINF_230021200"
"group_311","","","3","3","1","1","2802","1","10611","","1013","1616","1412","LdBPK_110640.1","LmjF.11.0630","","","","","LINF_110012000"
"group_3110","","","3","3","1","1","8722","1","9546","","4058","4091","4078","LdBPK_231490.1","LmjF.23.1250","","","","","LINF_230021400"
"group_3114","","","3","3","1","1","8720","1","9543","","3041","3047","3045","LdBPK_231530.1","LmjF.23.1270","","","","","LINF_230022000"
"group_3115","","","3","3","1","1","8715","1","9539","","3905","3911","3908","LdBPK_231540.1","LmjF.23.1280","","","","","LINF_230022100"
"group_3116","","","3","3","1","1","8714","1","9538","","2069","2072","2070","LdBPK_231550.1","LmjF.23.1290","","","","","LINF_230022200"
"group_3117","","","3","3","1","1","8713","1","9537","","908","908","908","LdBPK_231560.1","LmjF.23.1300","","","","","LINF_230022300"
"group_3118","","","3","3","1","1","8712","1","9536","","14273","14276","14274","LdBPK_231570.1","LmjF.23.1310","","","","","LINF_230022400"
"group_3120","","","3","3","1","1","9041","1","9532","","1199","1199","1199","LdBPK_231630.1","LmjF.23.1370","","","","","LINF_230023000"
"group_3121","","","3","3","1","1","9043","1","9529","","743","743","743","LdBPK_231680.1","LmjF.23.1410","","","","","LINF_230023400"
"group_3122","","","3","3","1","1","9044","1","9528","","965","965","965","LdBPK_231690.1","LmjF.23.1420","","","","","LINF_230023500"
"group_3123","","","3","3","1","1","9045","1","9527","","1352","1478","1394","LdBPK_231700.1","LmjF.23.1430","","","","","LINF_230023600"
"group_3124","","","3","3","1","1","9046","1","9526","","1907","1910","1908","LdBPK_231710.1","LmjF.23.1670","","","","","LINF_230023700"
"group_3125","","","3","3","1","1","9048","1","9524","","857","857","857","LdBPK_231730.1","LmjF.23.1690","","","","","LINF_230023900"
"group_3126","","","3","3","1","1","9049","1","9523","","719","719","719","LdBPK_231740.1","LmjF.23.1700","","","","","LINF_230024000"
"group_3127","","","3","3","1","1","9050","1","9522","","1973","2039","1995","LdBPK_231750.1","LmjF.23.1710","","","","","LINF_230024100"
"group_3128","","","3","3","1","1","9053","1","9521","","392","392","392","LdBPK_231760.1","LmjF.23.1715","","","","","LINF_230024200"
"group_3129","","","3","3","1","1","9057","1","9517","","857","857","857","LdBPK_231820.1","LmjF.23.1770","","","","","LINF_230024800"
"group_3131","","","3","3","1","1","9062","1","9513","","1472","1472","1472","LdBPK_231850.1","LmjF.23.1450","","","","","LINF_230025100"
"group_3132","","","3","3","1","1","9063","1","9512","","1571","1571","1571","LdBPK_231860.1","LmjF.23.1460","","","","","LINF_230025300"
"group_3133","","","3","3","1","1","9065","1","9511","","917","917","917","LdBPK_231890.1","LmjF.23.1490","","","","","LINF_230025600"
"group_3134","","","3","3","1","1","9070","1","9509","","1406","1619","1477","LdBPK_231900.1","LmjF.23.1500","","","","","LINF_230025700"
"group_3135","","","3","3","1","1","9069","1","9508","","1301","1301","1301","LdBPK_231920.1","LmjF.23.1520","","","","","LINF_230025900"
"group_3136","","","3","3","1","1","9068","1","9507","","1955","2531","2147","LdBPK_231930.1","LmjF.23.1530","","","","","LINF_230026000"
"group_3140","","","3","3","1","1","4574","1","11065","","2441","2441","2441","LdBPK_240180.1","LmjF.24.0190","","","","","LINF_240006600"
"group_3143","","","3","3","1","1","4577","1","11066","","2060","2060","2060","LdBPK_240270.1","LmjF.24.0280","","","","","LINF_240007500"
"group_3144","","","3","3","1","1","4578","1","11067","","716","1157","863","LdBPK_240280.1","LmjF.24.0290","","","","","LINF_240007600"
"group_3145","","","3","3","1","1","4579","1","11068","","5360","5384","5376","LdBPK_240290.1","LmjF.24.0300","","","","","LINF_240007700"
"group_3146","","","3","3","1","1","4580","1","11069","","959","959","959","LdBPK_240300.1","LmjF.24.0310","","","","","LINF_240007800"
"group_3147","","","3","3","1","1","4581","1","11070","","1649","1649","1649","LdBPK_240310.1","LmjF.24.0320","","","","","LINF_240007900"
"group_3149","","","3","3","1","1","4583","1","11072","","2921","2933","2929","LdBPK_240330.1","LmjF.24.0340","","","","","LINF_240008100"
"group_315","","","3","3","1","1","2797","1","10618","","260","1718","1206","LdBPK_110690.1","LmjF.11.0673","","","","","LINF_110012400"
"group_3150","","","3","3","1","1","4584","1","11073","","791","791","791","LdBPK_240340.1","LmjF.24.0350","","","","","LINF_240008200"
"group_3151","","","3","3","1","1","4586","1","11076","","1295","1295","1295","LdBPK_240370.1","LmjF.24.0370","","","","","LINF_240008500"
"group_3152","","","3","3","1","1","4587","1","11077","","3023","3077","3059","LdBPK_240380.1","LmjF.24.0380","","","","","LINF_240008600"
"group_3153","","","3","3","1","1","4588","1","11078","","1868","1877","1874","LdBPK_240390.1","LmjF.24.0390","","","","","LINF_240008700"
"group_3154","","","3","3","1","1","4589","1","11079","","1985","1988","1987","LdBPK_240400.1","LmjF.24.0400","","","","","LINF_240008800"
"group_3155","","","3","3","1","1","4590","1","11080","","2270","2282","2274","LdBPK_240410.1","LmjF.24.0410","","","","","LINF_240008900"
"group_3157","","","3","3","1","1","4596","1","11082","","1262","1265","1264","LdBPK_240480.1","LmjF.24.0470","","","","","LINF_240009500"
"group_3158","","","3","3","1","1","4597","1","11083","","3590","3662","3614","LdBPK_240490.1","LmjF.24.0480","","","","","LINF_240009600"
"group_3159","","","3","3","1","1","4598","1","11084","","5360","5366","5362","LdBPK_240500.1","LmjF.24.0490","","","","","LINF_240009700"
"group_3160","","","3","3","1","1","4599","1","11085","","704","716","712","LdBPK_240510.1","LmjF.24.0500","","","","","LINF_240009800"
"group_3161","","","3","3","1","1","4600","1","11086","","2333","2333","2333","LdBPK_240520.1","LmjF.24.0510","","","","","LINF_240009900"
"group_3162","","","3","3","1","1","4601","1","11087","","2384","2387","2385","LdBPK_240530.1","LmjF.24.0520","","","","","LINF_240010000"
"group_3163","","","3","3","1","1","4602","1","11088","","683","683","683","LdBPK_240540.1","LmjF.24.0530","","","","","LINF_240010100"
"group_3164","","","3","3","1","1","4604","1","11089","","1388","1688","1488","LdBPK_240550.1","LmjF.24.0540","","","","","LINF_240010200"
"group_3167","","","3","3","1","1","4611","1","11093","","2429","2432","2431","LdBPK_240630.1","LmjF.24.0620","","","","","LINF_240011200"
"group_3168","","","3","3","1","1","4614","1","11096","","2903","2993","2933","LdBPK_240660.1","LmjF.24.0650","","","","","LINF_240011500"
"group_3169","","","3","3","1","1","4615","1","11097","","2288","2291","2289","LdBPK_240670.1","LmjF.24.0660","","","","","LINF_240011600"
